,district,living_space,price,room_count,access_date,bathroom_count,date_added,owner,property_type,link,smoker,title
50,wilanow,60.0,2200,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/2pok-oddzielne-60m2-dom-z-ogrodem-po-remoncie/10010159517741012102120009,,"2pok oddzielne, 60m2, dom z ogrodem, po remoncie"
515,wilanow,51.0,2900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/nowe-klasa-premium-czeka-na-pierwszego-lokatora/10010157994721012710620009,,"Nowe, klasa premium, czeka na pierwszego lokatora"
528,wilanow,51.0,2900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/nowe-klasa-premium-czeka-na-pierwszego-lokatora/10010157916681012710620009,,"Nowe, klasa premium, czeka na pierwszego lokatora"
414,wilanow,70.0,4600,3,,1.0,26/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/mieszkanie-do-wynajecia-warszawa-wilanow/10010072367451012391601809,Nie,mieszkanie do wynajęcia Warszawa Wilanów
552,wilanow,67.0,4500,3,2021-12-01,1.0,08/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/3-pokoje-przy-ul-kieslowskiego/10010122972031010503900009,,3 pokoje przy ul. Kieślowskiego
582,wilanow,140.0,6500,5,,2.0,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/dom-w-wilanowie/10010157994161010469204609,,Dom w Wilanowie
379,wilanow,125.0,5450,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/apartament-z-duzym-tarasem-i-garazem/10010158506191012710620009,,Apartament z dużym tarasem i garażem
367,wilanow,85.0,3999,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/przestronne-stylowe-3-pokoje-komorka-w-cenie/10010158509371012710620009,,"Przestronne, stylowe 3 pokoje, komórka w cenie"
322,wilanow,67.0,4500,3,2021-12-01,1.0,08/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/3-pokoje-przy-ul-kieslowskiego/10010122972031010503900009,,3 pokoje przy ul. Kieślowskiego
623,wilanow,70.0,4600,3,,1.0,26/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/mieszkanie-do-wynajecia-warszawa-wilanow/10010072367451012391601809,Nie,mieszkanie do wynajęcia Warszawa Wilanów
968,wilanow,70.0,4600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/3-pokoje-na-wilanowie/10010156206001010469204609,,3 pokoje na Wilanowie
269,wilanow,70.0,4600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/nowoczesne-3-pokoje-z-garazem-platforma/10010158506761012710620009,,Nowoczesne 3 pokoje z garażem (platforma)
307,wilanow,75.0,4000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/trzy-pokoje-z-oddzielna-kuchnia-garaz/10010158509771012710620009,,"Trzy pokoje z oddzielną kuchnią, garaż"
936,wilanow,52.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/dwa-pokoje-z-balkonem-%252B-miejsce-parkingowe/10010156581901011355524009,,Dwa pokoje z balkonem + miejsce parkingowe
243,wilanow,70.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/eleganckie-i-nowoczesne-3-pokoje-w-wilanowie/10010158570131012710620009,,Eleganckie i nowoczesne 3 pokoje w Wilanowie
229,wilanow,56.0,3150,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/dwa-wygodne-pokoje-w-wilanowie/10010158570221012710620009,,Dwa wygodne pokoje w Wilanowie
937,wilanow,31.0,520000,2,,1.0,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/nowoczesne-mieszkanie-z-klimatyzacja/10010156629091012407250109,,Nowoczesne mieszkanie z klimatyzacją
83,wilanow,85.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/wilanow-3-pok-%252B-garaz-i-dwa-balkony/10010159436151012765100009,,Wilanów 3 pok + garaż i dwa balkony
110,wilanow,42.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/eleganckie-mieszkanie-przy-kieslowskiego/10010159075671012592146909,,Eleganckie mieszkanie przy Kieślowskiego
768,wilanow,136.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/wynajem-136m2-4-pok-sobieskiego-wilanow/10010156963661012440570009,,Wynajem 136m2 4 pok Sobieskiego Wilanów
259,wilanow,65.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/salon-z-aneksem-i-2-sypialnie-garaz-w-cenie/10010158517711012710620009,,"Salon z aneksem i 2 sypialnie, garaż w cenie"
127,wilanow,43.0,2200,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/umeblowane-2-pokoje-%252B-garaz-miasteczko-wilanow/10010159208091010487794609,,"Umeblowane, 2 pokoje + garaż, Miasteczko Wilanów"
112,wilanow,700.0,19000,6,2021-11-16,4.0,02/06/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wilanow/wynajmie-hostel/1009429160470912085302809,,Wynajmie HOSTEL! 
299,wlochy,52.0,2500,2,2021-12-01,1.0,30/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/2-pokoje-52-m-podziemny-garaz-tuz-przy-stacji-kolejowej-wlochy/10010088362991011007950309,,"2 pokoje, 52 m, podziemny garaż, tuż przy stacji kolejowej / Włochy"
998,wlochy,36.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/apartament-na-doby-ul-potrzebna/10010155901761012016000209,,"Apartament na doby, ul. Potrzebna"
400,wlochy,48.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/nowe-salon-z-aneksem-i-sypialnia-przy-wkd/10010158476461012710620009,,Nowe salon z aneksem i sypialnia przy WKD
189,wlochy,75.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/nowe-mieszkanie-we-wlochach/10010158749551010469204609,,Nowe mieszkanie we Włochach
372,wlochy,45.0,3600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/eleganckie-dwa-pokoje-bliskie-wlochy/10010158517141012710620009,,"Eleganckie dwa pokoje, bliskie Włochy"
210,wlochy,25.0,1450,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/tanio-kawalerka-wlochy-tereny-magazynowe/10010158684811011366864809,,Tanio | Kawalerka | Włochy | Tereny Magazynowe
422,wlochy,64.0,2900,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/trzypokojowe-z-garazem-internet/10010158517021012710620009,,"Trzypokojowe z garażem, internet"
99,wlochy,62.0,3000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-62-m2-2020-rok-chetnie-na-biuro/10010159382321012765100009,,Włochy 62 m2 2020 rok chętnie na biuro
997,wlochy,36.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/apartament-na-doby-ul-potrzebna/10010156010021012016000209,,"Apartament na doby, ul. Potrzebna"
467,wlochy,78.0,3300,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/salon-z-aneksem-i-2-sypialnie-garaz-i-komorka/10010157916951012710620009,,"Salon z aneksem i 2 sypialnie, garaż i komórka"
440,wlochy,24.0,1800,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/1-pok-24m2-z-aneksem-garaz-klima-al-jerozolimskie/10010158506061012450050009,,"1 pok 24m2 z aneksem, garaż, klima, Al.Jerozolimskie"
716,wlochy,30.0,2500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-rakowska-2-pok-30-m-garaz-ogrodek/10010156053191010468572409,,"Włochy - ul.Rakowska, 2 pok, 30 m, garaż, ogródek"
710,wlochy,53.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-rakowska-3-pok-53-m-balkon-garaz/10010156682381010468572409,,"Włochy - ul.Rakowska, 3 pok, 53 m, balkon, garaż"
709,wlochy,86.0,4000,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-radarowa-3-pok-86-m-garaz-parking-balkon-piwnica/10010156761251010468572409,,"Włochy - ul.Radarowa, 3 pok, 86 m, garaż, parking, balkon, piwnica"
700,wlochy,49.0,2700,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-instalatorow-2-pok-49-50-m-balkon/10010155896841010468572409,,"Włochy - ul.Instalatorów, 2 pok, 49,50 m, balkon"
426,wlochy,50.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/salon-z-aneksem-i-sypialnia-garaz-i-komorka/10010158506091012710620009,,"Salon z aneksem i sypialnia, garaż i komórka"
672,wlochy,75.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-pilchowicka-3-pok-75-m/10010156765971010468572409,,"Włochy - ul.Pilchowicka, 3 pok, 75 m"
720,wlochy,61.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-popularna-3-pok-61-54-m-garaz-balkon/10010156796431010468572409,,"Włochy - ul.Popularna,3 pok, 61,54 m, garaż, balkon"
721,wlochy,77.0,4100,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-al-jerozolimskie-3-pok-77-70-m-komorka-lokatorska/10010156544901010468572409,,"Włochy - Al.Jerozolimskie, 3 pok, 77,70 m, komórka lokatorska"
717,wlochy,55.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-al-krakowska-2-pok-55-m-garaz-balkon/10010156029221010468572409,,"Włochy - Al.Krakowska, 2 pok, 55 m, garaż, balkon"
964,wlochy,37.0,1750,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-+-ul-1-sierpnia-2-pok-37-5-m/10010155896521010468572409,,"Włochy - ul.1 Sierpnia, 2 pok, 37,5 m"
622,wlochy,52.0,2500,2,2021-12-01,1.0,30/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/2-pokoje-52-m-podziemny-garaz-tuz-przy-stacji-kolejowej-wlochy/10010088362991011007950309,,"2 pokoje, 52 m, podziemny garaż, tuż przy stacji kolejowej / Włochy"
972,wlochy,33.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/mieszkanie-z-podziemnym-parkingiem-wlochy+rakow/10010156129361011378581009,,Mieszkanie z podziemnym parkingiem. Włochy-Raków
979,wlochy,83.0,2600,3,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/wlochy-do-wynajecia-mieszkanie-trzy-pokojowe/10010155333881010470833009,,Włochy do wynajęcia mieszkanie trzy pokojowe
983,wlochy,36.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/apartament-dwupokojowy-na-wlochach/10010155901791012016000209,,Apartament dwupokojowy na Włochach
49,wlochy,45.0,1700,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/2pok-oddzi-45m2-okecie-os-zamkniete-parking/10010159690041012102120009,,"2pok oddzi. 45m2, OKĘCIE, os.zamknięte, parking"
850,wlochy,70.0,3300,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/bez-prowizji-3+pokoje-stare-wlochy/10010156963131012776000109,,Bez prowizji: 3-pokoje | Stare Włochy
661,wlochy,62.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wlochy/3-osobne-pokoje-62m2-stare-wlochy-ul-popularna-nowe-z-garazem/10010157408671012413740009,,"3 osobne pokoje, 62m2, Stare Włochy, ul.Popularna / Nowe z Garażem"
954,wola,92.0,3999,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/lokal-na-biuro-kancelarie-lub-uslugi/10010156346091010469204609,,"Lokal na biuro, kancelarię lub usługi!"
941,wola,37.0,2700,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/dwa-pokoje-metro-rondo-onz/10010156602141011334147309,,"Dwa Pokoje, METRO \""Rondo ONZ\"""
1052,wola,42.0,2600,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/mieszkanie-2-pokojowe-przy-wola-parku/10010155791341012506060109,,mieszkanie 2 pokojowe przy Wola Parku
1050,wola,42.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/mieszkanie-na-woli-2-pokoje-+-ksiecia-janusza/10010155791391012506060109,,Mieszkanie na woli 2 pokoje - Księcia Janusza
1032,wola,67.0,4000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/skwer-kardynala-wyszynskiego/10010155836481011381140509,,Skwer Kardynała Wyszyńskiego
957,wola,26.0,2300,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/kawalerka-premium-metro-daszynskiego/10010156220941011381140509,,"Kawalerka premium, metro Daszyńskiego"
1027,wola,46.0,2800,2,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/wynajme-2-pok-wola-odolany-sowinskiego/10010155075491011110694709,,wynajmę 2 pok. Wola Odolany Sowińskiego
1024,wola,29.0,2000,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/do-wynajecia-klimatyczne-1-pokojowe-mieszkanie-ul-tyszkiewicza/10010155212791010468391609,,"Do wynajęcia klimatyczne, 1 pokojowe mieszkanie , ul. Tyszkiewicza"
973,wola,127.0,5000,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/blisko-ronda-daszynskiego/10010156122301011378581009,,blisko Ronda Daszyńskiego...
974,wola,56.0,4900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/rezydencja-oxygen/10010156109271011378581009,,Rezydencja Oxygen
1048,wola,45.0,2400,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/2-pokoje-w-historycznej-lokalizacji/10010155771571012506060109,,2 pokoje w historycznej lokalizacji
1072,wola,100.0,3700,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/mieszkanie-108m-2+poziomowe-15-min-metro-klima/10010155771031012506060109,,"Mieszkanie 108m, 2-poziomowe, 15 min metro, klima"
537,wola,40.0,4500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/sliczne-mieszkanie-z-aneksem-na-gieldowej/10010157916651012710620009,,Śliczne mieszkanie z aneksem na Giełdowej
918,wola,46.0,3000,2,2022-01-01,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/mieszkanie-dwupokojowe-z-balkonem-wola/10010156860021012821080009,,"Mieszkanie dwupokojowe z balkonem, Wola"
273,wola,48.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/nowoczesne-dwa-pokoje-z-garazem-prestizowy-adres/10010158509951012710620009,,"Nowoczesne dwa pokoje z garażem, prestiżowy adres!"
278,wola,24.0,2250,2,2021-11-08,1.0,08/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/the-cozy-apartment-in-a-great-location-+-close-to-the-center/10010122537251012938651009,,The cozy apartment in a great location - close to the Center.
281,wola,30.0,2800,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/urocze-studio-obok-metra-garaz-w-cenie/10010158506671012710620009,,"Urocze studio obok metra, garaż w cenie"
285,wola,150.0,14000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/4-luksusowe-pokoje-w-platinum-towers/10010158506631012710620009,,4 luksusowe pokoje w Platinum Towers
286,wola,45.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/dwa-pokoje-w-centrum-z-oddzielna-kuchnia/10010158517531012710620009,,Dwa pokoje w centrum z oddzielną kuchnią
292,wola,70.0,4000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/stylowe-i-przestronne-2-pokoje-garaz-w-cenie/10010158509881012710620009,,"Stylowe i przestronne 2 pokoje, garaż w cenie"
297,wola,58.0,4900,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/nowy-3+pokojowy-apartament-z-garazem/10010158506521012710620009,,Nowy 3-pokojowy apartament z garażem
298,wola,38.0,2800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/nowe-dwa-pokoje-przy-ch-arkadia/10010158506511012710620009,,Nowe dwa pokoje przy CH Arkadia
302,wola,45.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/eleganckie-dwa-pokoje-przy-arkadii/10010158476981012710620009,,Eleganckie dwa pokoje przy Arkadii
313,wola,43.0,3020,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/odnowione-mieszkanie-w-kamienicy/10010158517361012710620009,,Odnowione mieszkanie w kamienicy
319,wola,47.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/luksusowe-2-pokoje-pelne-wyposazenie/10010158476801012710620009,,"Luksusowe 2 pokoje, pełne wyposażenie"
329,wola,50.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/apartament-w-super-lokalizacji-silownia-w-budynku/10010158476711012710620009,,"Apartament w super lokalizacji, siłownia w budynku"
330,wola,34.0,3400,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/super-apartament-w-centrum-z-silownia-w-budynku/10010158476691012710620009,,"Super apartament w centrum, z siłownią w budynku"
337,wola,40.0,4500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/2+%25D0%25BA%25D0%25BE%25D0%25BC-%25D0%25BA%25D0%25B2%25D0%25B0%25D1%2580%25D1%2582%25D0%25B8%25D1%2580%25D0%25B0-%25D0%25B2-%25D0%25B7%25D0%25B0%25D0%25BA%25D1%2580%25D1%258B%25D1%2582%25D0%25BE%25D0%25BC-%25D0%25B6%25D0%25B8%25D0%25BB%25D0%25BA%25D0%25BE%25D0%25BC%25D0%25BF%25D0%25BB%25D0%25B5%25D0%25BA%25D1%2581%25D0%25B5-%252B%25D1%2583%25D0%25BA%25D1%2580/10010158476671012710620009,,2-ком. квартира в закрытом жилкомплексе (+укр.)
267,wola,70.0,4900,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/nowoczesne-trzy-pokoje-przy-metrze/10010158517661012710620009,,Nowoczesne trzy pokoje przy metrze
345,wola,37.0,2100,2,2021-10-30,1.0,30/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/mieszkanie-2-pok-warszawa-zelazna-2+room-flat/10010087566721010501420309,,Mieszkanie 2 pok. Warszawa Żelazna; 2-room flat
350,wola,42.0,4000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/komfortowe-dwa-pokoje-w-modernistycznej-kamienicy/10010158509451012710620009,,Komfortowe dwa pokoje w modernistycznej kamienicy
375,wola,50.0,3700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/salon-z-aneksem-i-sypialnia-metro/10010158517131012710620009,,"Salon z aneksem i sypialnia, metro"
383,wola,83.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/salon-z-aneksem-kuchennym-i-2-sypialnie-metro/10010158476491012710620009,,"Salon z aneksem kuchennym i 2 sypialnie, metro"
399,wola,60.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/2-oddzielne-pokoje-osobna-kuchnia-metro/10010158506141012710620009,,"2 oddzielne pokoje, osobna kuchnia, metro"
406,wola,43.0,2800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/nowoczesne-2-pokoje-w-super-lokalizacji/10010158509221012710620009,,Nowoczesne 2 pokoje w super lokalizacji
409,wola,70.0,5600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/3+pokojowy-apartament-blisko-metro-klimatyzacja/10010158506121012710620009,,"3-pokojowy apartament, blisko metro, klimatyzacja"
410,wola,46.0,3800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/salon-z-aneksem-kuchennym-sypialnia-klimatyzacja/10010158506111012710620009,,"Salon z aneksem kuchennym, sypialnia, klimatyzacja"
413,wola,87.0,6500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/wygodny-apartament-dwa-garaze-i-komorka/10010158517061012710620009,,"Wygodny apartament, dwa garaże i komórka"
420,wola,137.0,7000,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/komfortowy-apartament-z-tarasem/10010158517041012710620009,,Komfortowy apartament z tarasem
427,wola,103.0,6800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/luksusowe-z-balkonem-i-kominkiem-2-garaze/10010158509131012710620009,,"Luksusowe z balkonem i kominkiem, 2 garaże"
434,wola,48.0,5800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/komfortowe-3-pokoje-garaz-w-cenie-spa-fitness/10010158476351012710620009,,"Komfortowe 3 pokoje, garaż, w cenie spa / fitness"
446,wola,48.0,3600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/salon-z-aneksem-i-sypialnia-balkon-scisle-centrum/10010158506021012710620009,,"Salon z aneksem i sypialnia, balkon, ścisłe centrum"
459,wola,26.0,2500,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/luksusowe-studio-z-klimatyzacja/10010157916971012710620009,,Luksusowe studio z klimatyzacją
485,wola,30.0,1500,Kawalerka,2021-11-01,1.0,17/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/kawalerka-w-bardzo-dobrej-lokalizacji/10010031031381010979692609,,Kawalerka w bardzo dobrej lokalizacji
346,wola,30.0,1500,Kawalerka,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/kawalerka-na-kole-30m-umeblowana-bezposrednio/10010159518681010782065309,,"Kawalerka na Kole, 30m, umeblowana, bezpośrednio."
494,wola,40.0,3300,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/2-pokoje-przy-hali-mirowskiej/10010158476171012710620009,,2 pokoje przy Hali Mirowskiej
264,wola,40.0,3500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/wola/stylowe-dwa-pokoje-z-balkonem/10010158563221012710620009,,Stylowe dwa pokoje z balkonem
